FSU,Sample Uploaded,Assigned to ENM,First ENM to SUP,Latest ENM to SUP,First Return ENM to SUP,Latest Return ENM to SUP,No of repeat submissions to SUP,First SUP to DS,Latest SUP to DS,First Return SUP to DS,Latest Return SUP to DS,No of repeat submissions to DS,First DS Acceptance,Latest DS Acceptance,Last Update,No of Warnings,No of SSUs,Max Visit Number,FV,RV,Zone,Ro,Sro,Area Type,Schedule 0.0 Status,FSU Final Status,One-Go Completion,Potential Data Quality Issue (ENM/SUP),Potential SUP Oversight (DS Rejected after SUP Approval)
1622021405,2026-03-28,2026-04-01,2026-04-09,2026-04-09,,,0,2026-04-10,2026-04-10,,,0,,,2026-04-10,,12,4,0,1,Central Zone,Agra,AGR,Urban,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,1,0
1622022405,2026-03-28,2026-04-01,2026-04-07,2026-04-07,,,0,2026-04-09,2026-04-09,,,0,,,2026-04-09,,12,4,0,1,Central Zone,Agra,AGR,Urban,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,1,0
1622029405,2026-03-28,2026-03-31,2026-04-06,2026-04-06,,,0,2026-04-06,2026-04-06,,,0,,,2026-04-06,,12,4,0,1,Central Zone,Alllahabad,ALD,Urban,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,1,0
1622030405,2026-03-28,2026-04-02,,,,,0,,,,,0,,,,,,4,0,1,Central Zone,Alllahabad,VNS,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622031405,2026-03-28,2026-04-01,2026-04-07,2026-04-07,,,0,2026-04-08,2026-04-08,,,0,2026-04-10,2026-04-10,2026-04-10,,12,4,0,1,Central Zone,Alllahabad,VNS,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1622033405,2026-03-28,2026-04-02,2026-04-08,2026-04-08,,,0,2026-04-10,2026-04-10,,,0,2026-04-10,2026-04-10,2026-04-10,,12,4,0,1,Central Zone,Alllahabad,VNS,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1622034405,2026-03-28,2026-03-31,,,,,0,,,,,0,,,,,,4,0,1,Central Zone,Alllahabad,ALD,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622035405,2026-03-28,2026-04-01,2026-04-07,2026-04-07,,,0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,,,2026-04-08,1,12,4,0,1,Central Zone,Alllahabad,FZD,Urban,Return by DS,RETURN TO SUPERVISOR BY DS,0,0,1
1622037305,2026-03-28,,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Bareilly,SRN,Urban,,Not Assigned,0,0,0
1622038305,2026-03-28,,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Bareilly,SRN,Urban,,Not Assigned,0,0,0
1622039305,2026-03-28,,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Bareilly,SRN,Urban,,Not Assigned,0,0,0
1622040305,2026-03-28,,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Bareilly,SRN,Urban,,Not Assigned,0,0,0
1622041305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Bareilly,MBD,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622042305,2026-03-28,2026-04-01,2026-04-10,2026-04-11,2026-04-11,2026-04-11,1,2026-04-11,2026-04-11,,,0,,,2026-04-11,2,12,3,0,1,Central Zone,Bareilly,MBD,Urban,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,1,0
1622043305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Bareilly,MBD,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622044305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Bareilly,MBD,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622045305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Bareilly,MBD,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622046305,2026-03-28,2026-04-01,2026-04-07,2026-04-07,,,0,2026-04-07,2026-04-07,,,0,2026-04-08,2026-04-08,2026-04-08,,12,3,0,1,Central Zone,Bareilly,MBD,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1622047305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Agra,MRT,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622048305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Agra,MRT,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622049305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Agra,MRT,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622050305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Agra,MRT,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622051305,2026-03-28,2026-04-01,2026-04-07,2026-04-07,,,0,2026-04-08,2026-04-08,,,0,2026-04-08,2026-04-08,2026-04-08,,12,3,0,1,Central Zone,Agra,MRT,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1622052305,2026-03-28,2026-04-01,2026-04-06,2026-04-13,2026-04-06,2026-04-12,1,2026-04-07,2026-04-13,2026-04-10,2026-04-10,1,2026-04-13,2026-04-13,2026-04-13,3,12,3,0,1,Central Zone,Agra,MRT,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1622053305,2026-03-28,2026-04-01,2026-04-10,2026-04-10,,,0,,,,,0,,,2026-04-10,,12,3,0,1,Central Zone,Agra,MRT,Urban,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1622054305,2026-03-28,2026-04-05,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Agra,ALG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622055305,2026-03-28,2026-04-11,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Agra,ALG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622056305,2026-03-28,2026-04-07,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Agra,ALG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622057305,2026-03-28,2026-04-01,2026-04-01,2026-04-06,2026-04-06,2026-04-06,1,2026-04-06,2026-04-06,,,0,,,2026-04-06,2,12,3,0,1,Central Zone,Agra,AGR,Urban,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,1,0
1622058305,2026-03-28,2026-04-01,2026-04-09,2026-04-09,,,0,2026-04-10,2026-04-10,,,0,2026-04-10,2026-04-10,2026-04-10,,12,3,0,1,Central Zone,Agra,AGR,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1622059305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Agra,AGR,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622060305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Agra,AGR,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622061305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Agra,AGR,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622062305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Bareilly,BRL,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622063305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Bareilly,BRL,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622064305,2026-03-28,2026-04-01,2026-04-07,2026-04-08,2026-04-08,2026-04-08,1,2026-04-09,2026-04-09,,,0,,,2026-04-09,3,12,3,0,1,Central Zone,Bareilly,BRL,Urban,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,1,0
1622065305,2026-03-28,2026-04-01,2026-04-09,2026-04-09,,,0,,,,,0,,,2026-04-09,,12,3,0,1,Central Zone,Bareilly,BRL,Urban,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1622066305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Bareilly,BRL,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622067305,2026-03-28,2026-04-01,2026-04-03,2026-04-09,2026-04-07,2026-04-07,1,2026-04-06,2026-04-06,2026-04-07,2026-04-07,1,,,2026-04-09,2,12,3,0,1,Central Zone,Bareilly,BRL,Urban,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,1
1622068305,2026-03-28,2026-04-02,2026-04-07,2026-04-07,,,0,2026-04-07,2026-04-07,,,0,2026-04-08,2026-04-08,2026-04-08,,12,3,0,1,Central Zone,Bareilly,STP,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1622069305,2026-03-28,2026-04-02,2026-04-05,2026-04-05,,,0,2026-04-08,2026-04-08,,,0,2026-04-09,2026-04-09,2026-04-09,,11,3,0,1,Central Zone,Bareilly,STP,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1622070305,2026-03-28,2026-04-08,2026-04-09,2026-04-09,,,0,2026-04-10,2026-04-10,,,0,,,2026-04-10,1,12,3,0,1,Central Zone,Bareilly,STP,Urban,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,1,0
1622073305,2026-03-28,2026-04-07,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Agra,ALG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622076305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Agra,AGR,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622082305,2026-03-28,2026-03-31,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Alllahabad,ALD,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622083305,2026-03-28,2026-03-31,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Alllahabad,ALD,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622085305,2026-03-28,2026-04-01,2026-04-07,2026-04-07,,,0,2026-04-08,2026-04-08,2026-04-09,2026-04-09,1,,,2026-04-09,2,12,3,0,1,Central Zone,Alllahabad,FZD,Urban,Accepted by Supervisor,RETURN TO SUPERVISOR BY DS,0,0,1
1622086305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Alllahabad,FZD,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622089305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Alllahabad,FZD,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622090305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Alllahabad,FZD,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622091305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Alllahabad,GKP,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622092305,2026-03-28,2026-04-01,2026-04-05,2026-04-12,2026-04-09,2026-04-09,1,2026-04-05,2026-04-12,2026-04-09,2026-04-09,1,,,2026-04-12,1,12,3,0,1,Central Zone,Alllahabad,GKP,Urban,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,0,1
1622093305,2026-03-28,2026-04-01,2026-04-06,2026-04-06,,,0,2026-04-06,2026-04-06,,,0,2026-04-08,2026-04-08,2026-04-08,,12,3,0,1,Central Zone,Alllahabad,GKP,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1622094305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Alllahabad,GKP,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622095305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Alllahabad,GKP,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622096305,2026-03-28,2026-04-05,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Alllahabad,AZM,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622097305,2026-03-28,2026-04-06,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Alllahabad,AZM,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622098305,2026-03-28,2026-04-02,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Alllahabad,AZM,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622099305,2026-03-28,2026-04-05,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Alllahabad,AZM,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622100305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Alllahabad,VNS,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622101305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Alllahabad,VNS,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622102305,2026-03-28,2026-04-02,2026-04-11,2026-04-11,,,0,,,,,0,,,2026-04-11,,12,3,0,1,Central Zone,Alllahabad,VNS,Urban,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1622103305,2026-03-28,2026-04-02,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Alllahabad,VNS,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622104305,2026-03-28,2026-04-02,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Alllahabad,VNS,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622105305,2026-03-28,2026-04-10,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Agra,ALG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622106305,2026-03-28,2026-04-07,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Agra,ALG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622107305,2026-03-28,,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Bareilly,SRN,Urban,,Not Assigned,0,0,0
1622108305,2026-03-28,2026-04-01,2026-04-04,2026-04-10,2026-04-10,2026-04-10,1,2026-04-06,2026-04-10,2026-04-10,2026-04-10,1,2026-04-13,2026-04-13,2026-04-13,5,12,3,0,1,Central Zone,Agra,MRT,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1622109305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Agra,MRT,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622110305,2026-03-28,2026-04-01,2026-04-06,2026-04-06,,,0,2026-04-06,2026-04-06,,,0,2026-04-06,2026-04-06,2026-04-06,1,12,3,0,1,Central Zone,Agra,MRT,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1622111305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Agra,MRT,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622112305,2026-03-28,2026-04-01,2026-04-07,2026-04-09,2026-04-08,2026-04-08,1,2026-04-09,2026-04-09,,,0,,,2026-04-09,4,12,3,0,1,Central Zone,Agra,MRT,Urban,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,1,0
1622113305,2026-03-28,2026-04-01,2026-04-07,2026-04-09,2026-04-09,2026-04-09,1,2026-04-12,2026-04-12,,,0,,,2026-04-12,1,12,3,0,1,Central Zone,Agra,AGR,Urban,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,1,0
1622114305,2026-03-28,2026-04-01,2026-04-10,2026-04-10,,,0,2026-04-12,2026-04-12,,,0,,,2026-04-12,,12,3,0,1,Central Zone,Agra,AGR,Urban,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,1,0
1622121305,2026-03-28,2026-03-31,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Alllahabad,ALD,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622122305,2026-03-28,2026-04-02,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Alllahabad,VNS,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622123305,2026-03-28,2026-04-02,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Alllahabad,VNS,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622125305,2026-03-28,2026-04-01,2026-04-11,2026-04-11,2026-04-13,2026-04-13,1,2026-04-12,2026-04-12,2026-04-13,2026-04-13,1,,,2026-04-13,1,12,3,0,1,Central Zone,Alllahabad,GKP,Urban,Returned by Supervisor,RETURN BACK TO ENUMERATOR,0,0,1
1622126305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,Central Zone,Alllahabad,FZD,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622127305,2026-03-28,2026-04-01,2026-04-12,2026-04-12,,,0,,,,,0,,,2026-04-12,,12,3,0,1,Central Zone,Alllahabad,FZD,Urban,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1622129205,2026-03-28,2026-04-07,2026-04-09,2026-04-09,,,0,,,,,0,,,2026-04-09,,12,2,0,1,Central Zone,Bareilly,SRN,Urban,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1622130205,2026-03-28,2026-04-01,2026-04-04,2026-04-04,,,0,2026-04-08,2026-04-08,,,0,2026-04-08,2026-04-08,2026-04-08,,12,2,0,1,Central Zone,Bareilly,SRN,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1622131205,2026-03-28,,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Bareilly,SRN,Urban,,Not Assigned,0,0,0
1622132205,2026-03-28,,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Bareilly,SRN,Urban,,Not Assigned,0,0,0
1622133205,2026-03-28,2026-04-01,2026-04-03,2026-04-03,2026-04-03,2026-04-03,1,2026-04-03,2026-04-03,,,0,2026-04-08,2026-04-08,2026-04-08,4,12,2,0,1,Central Zone,Bareilly,MBD,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1622134205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Bareilly,MBD,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622135205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Bareilly,MBD,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622136205,2026-03-28,2026-04-01,2026-04-10,2026-04-10,,,0,2026-04-10,2026-04-10,,,0,2026-04-13,2026-04-13,2026-04-13,,12,2,0,1,Central Zone,Bareilly,MBD,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1622137205,2026-03-28,2026-04-01,2026-04-10,2026-04-11,2026-04-11,2026-04-11,1,2026-04-11,2026-04-11,,,0,2026-04-13,2026-04-13,2026-04-13,4,12,2,0,1,Central Zone,Bareilly,MBD,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1622138205,2026-03-28,2026-04-01,2026-04-07,2026-04-08,2026-04-07,2026-04-07,1,2026-04-08,2026-04-08,,,0,2026-04-08,2026-04-08,2026-04-08,4,12,2,0,1,Central Zone,Bareilly,MBD,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1622139205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Agra,MRT,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622140205,2026-03-28,2026-04-11,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Agra,MRT,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622141205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Agra,MRT,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622142205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Agra,MRT,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622143205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Agra,MRT,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622144205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Agra,MRT,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622145205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Agra,MRT,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622146205,2026-03-28,2026-04-05,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Agra,ALG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622147205,2026-03-28,2026-04-06,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Agra,ALG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622148205,2026-03-28,2026-04-07,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Agra,ALG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622149205,2026-03-28,2026-04-07,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Agra,AGR,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622150205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Agra,AGR,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622151205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Agra,AGR,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622152205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Agra,AGR,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622153205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Agra,AGR,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622154205,2026-03-28,2026-04-01,2026-04-07,2026-04-08,2026-04-08,2026-04-08,1,2026-04-09,2026-04-09,,,0,,,2026-04-09,4,12,2,0,1,Central Zone,Bareilly,BRL,Urban,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,1,0
1622155205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Bareilly,BRL,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622156205,2026-03-28,2026-04-01,2026-04-05,2026-04-08,2026-04-07,2026-04-07,1,2026-04-09,2026-04-09,,,0,2026-04-09,2026-04-09,2026-04-09,1,12,2,0,1,Central Zone,Bareilly,BRL,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1622157205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Bareilly,BRL,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622158205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Bareilly,BRL,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622159205,2026-03-28,2026-04-01,2026-04-09,2026-04-09,,,0,,,,,0,,,2026-04-09,,12,2,0,1,Central Zone,Bareilly,BRL,Urban,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1622160205,2026-03-28,2026-04-08,2026-04-09,2026-04-09,,,0,2026-04-09,2026-04-09,,,0,2026-04-13,2026-04-13,2026-04-13,,12,2,0,1,Central Zone,Bareilly,STP,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1622161205,2026-03-28,2026-04-05,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Bareilly,STP,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622162205,2026-03-28,2026-04-05,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Bareilly,STP,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622165205,2026-03-28,2026-04-09,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Agra,ALG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622168205,2026-03-28,2026-04-01,2026-04-11,2026-04-11,,,0,2026-04-12,2026-04-12,,,0,,,2026-04-12,,12,2,0,1,Central Zone,Agra,AGR,Urban,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,1,0
1622174205,2026-03-28,2026-03-31,2026-04-07,2026-04-07,,,0,2026-04-09,2026-04-09,,,0,2026-04-09,2026-04-09,2026-04-09,,12,2,0,1,Central Zone,Alllahabad,ALD,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1622175205,2026-03-28,2026-03-31,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Alllahabad,ALD,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622177205,2026-03-28,2026-04-01,2026-04-04,2026-04-04,,,0,2026-04-08,2026-04-08,,,0,2026-04-08,2026-04-08,2026-04-08,,12,2,0,1,Central Zone,Alllahabad,FZD,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1622178205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Alllahabad,FZD,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622181205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Alllahabad,FZD,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622182205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Alllahabad,FZD,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622183205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Alllahabad,GKP,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622184205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Alllahabad,GKP,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622185205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Alllahabad,GKP,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622186205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Alllahabad,GKP,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622187205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Alllahabad,GKP,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622188205,2026-03-28,2026-04-04,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Alllahabad,AZM,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622189205,2026-03-28,2026-04-06,2026-04-11,2026-04-11,,,0,2026-04-13,2026-04-13,,,0,,,2026-04-13,,12,2,0,1,Central Zone,Alllahabad,AZM,Urban,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,1,0
1622190205,2026-03-28,2026-04-06,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Alllahabad,AZM,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622191205,2026-03-28,2026-04-05,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Alllahabad,AZM,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622192205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Alllahabad,VNS,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1622193205,2026-03-28,2026-04-02,,,,,0,,,,,0,,,,,,2,0,1,Central Zone,Alllahabad,VNS,Urban,,ASSIGN TO ENUMERATOR,0,0,0
